,day,data_temperature_mean,data_temperature_std,data_humidity_mean,data_humidity_std,data_pm2_5_mean,data_pm2_5_std,data_pm2_5_min,data_pm2_5_max,data_voc_mean,data_voc_std,data_voc_min,data_voc_max,data_co2_mean,data_co2_std,data_co2_min,Target
0,0,28.83833333,0.009831921,68.39333333,0.081649658,198.6666667,2.503331114,195,202,1.112166667,0.005154286,1.104,1.118,377.1666667,10.96205577,368,No Activity
1,0,28.84166667,0.004082483,68.39333333,0.081649658,197.8333333,2.786873995,195,202,1.1145,0.003674235,1.108,1.118,372.8333333,4.020779361,368,No Activity
2,0,28.84166667,0.004082483,68.37666667,0.098319208,196.3333333,2.503331114,193,200,1.118666667,0.00725718,1.114,1.133,371.6666667,2.658320272,368,No Activity
3,0,28.845,0.0083666,68.32833333,0.118392004,197,2.607680962,193,200,1.122333333,0.010053192,1.114,1.137,374.3333333,8.801515021,368,No Activity
4,0,28.85166667,0.01602082,68.26333333,0.137210301,196.8333333,2.401388487,193,199,1.125333333,0.01112954,1.114,1.137,378.1666667,10.36178878,370,No Activity
5,0,28.85666667,0.019663842,68.18166667,0.14246637,197.5,3.209361307,193,202,1.128,0.00969536,1.114,1.137,380.6666667,9.791152469,372,No Activity
6,0,28.865,0.021679483,68.08333333,0.190333041,199,4.69041576,193,206,1.129833333,0.007250287,1.118,1.137,382,8.876936408,372,No Activity
32,0,28.83833333,0.037638633,78.16166667,2.8006529,364.8333333,84.38108003,295,526,4.6845,0.878092193,3.441,6.063,845.1666667,136.0211993,655,Boil
33,0,28.84333333,0.042739521,78.375,2.976284597,425.1666667,161.0719301,295,706,4.86,1.045441534,3.441,6.063,834.1666667,128.5027886,655,Boil
34,0,28.84833333,0.04665476,78.86833333,3.129162295,512.5,235.6537715,295,872,5.049833333,1.156860651,3.441,6.063,823.5,121.9438395,655,Boil
35,0,28.88166667,0.076004386,79.34,2.340871633,587.5,226.6995809,295,872,4.9095,1.301101341,3.441,6.063,823.5,121.9438395,655,Boil
36,0,28.91166667,0.067651066,79.20333333,2.588510511,643.8333333,175.7480204,374,872,4.8925,1.3245805,3.339,6.063,826.6666667,116.8326438,674,Boil
37,0,28.93,0.050596443,77.815,3.643941547,654.3333333,157.3183609,437,872,4.607833333,1.622089075,2.613,6.063,770.5,160.6023038,540,Boil
38,0,28.92333333,0.058878406,76.58166667,3.64732459,634,183.0092894,404,872,3.979833333,1.674589432,2.295,6.063,699.6666667,147.6897649,540,Boil
39,0,28.9,0.092736185,75.53,3.010773987,589.5,194.1244446,404,872,3.44,1.361550293,2.295,6.063,657.5,118.4411246,540,Boil
40,0,28.87166667,0.118729384,74.38,1.485314781,502.5,155.2813575,350,752,2.83,0.496333759,2.295,3.506,618.8333333,64.14177006,540,Boil
52,0,28.755,0.013784049,71.355,0.438850772,483.6666667,206.6781717,261,771,2.158166667,0.231456619,1.77,2.378,490.3333333,19.05430835,460,Curry
53,0,28.75833333,0.011690452,71.17333333,0.524467984,396.5,167.9103928,248,673,2.035833333,0.280752145,1.644,2.272,476.8333333,26.87315885,432,Curry
54,0,28.75833333,0.011690452,70.92833333,0.449507138,324.5,107.3252067,241,517,1.9245,0.300147797,1.604,2.272,461.6666667,32.81869386,414,Curry
55,0,28.75333333,0.019663842,70.765,0.411570164,276.6666667,56.10585234,230,380,1.806166667,0.274618584,1.562,2.272,447.6666667,34.64486494,409,Curry
56,0,28.74,0.039496835,70.72166667,0.335464852,251.1666667,26.932632,227,300,1.684833333,0.167616725,1.544,1.985,434.1666667,28.72223297,409,Curry
57,0,28.72,0.054772256,70.69333333,0.299310318,238.6666667,14.06650869,225,261,1.606166667,0.0924909,1.513,1.77,424.8333333,19.12502723,409,Curry
58,0,28.70166667,0.048751068,70.97833333,0.730490703,234.5,8.871302046,225,248,1.573166667,0.045967017,1.513,1.644,418.5,8.47938677,409,Curry
59,0,28.69,0.039496835,71.06166667,0.696862014,233.6666667,7.474400756,225,243,1.5885,0.078296232,1.513,1.736,418.3333333,8.164965809,409,Curry
60,0,28.68166667,0.02786874,71.275,0.663618867,242.5,26.0672208,225,294,1.631833333,0.137873009,1.513,1.864,422.3333333,11.00302989,409,Curry
61,0,28.67166667,0.021369761,71.54333333,0.578503817,261.5,47.70220121,225,344,1.7635,0.317739359,1.513,2.352,432.6666667,20.76214504,412,Curry
62,0,28.675,0.02258318,71.70166667,0.582594771,281.6666667,55.18937096,225,348,1.948666667,0.457310252,1.513,2.655,448.6666667,34.25589974,422,Curry
63,0,28.67833333,0.017224014,71.99833333,0.582594771,296.5,48.46338824,236,348,2.212833333,0.592979061,1.572,3.098,469.3333333,49.12704618,422,Curry
64,0,28.67833333,0.017224014,72.245,0.952234215,309.1666667,38.36882415,243,348,2.520833333,0.668658483,1.736,3.42,490,51.2679237,431,Curry
65,0,28.675,0.016431677,72.81,1.083771194,317.3333333,23.98888632,292,348,2.850666667,0.691787732,1.864,3.715,519.8333333,61.18959607,438,Curry
66,0,28.67,0.010954451,73.26,1.101072205,312.8333333,30.80530257,267,348,3.159166667,0.56486792,2.352,3.715,543.6666667,49.71384784,471,Curry
67,0,28.67166667,0.009831921,73.655,1.000714745,297.1666667,35.35203907,250,348,3.386333333,0.434323228,2.655,3.715,552.6666667,37.25408255,508,Curry
68,0,28.66666667,0.005163978,73.66,0.991483737,276.1666667,36.52077035,222,314,3.369833333,0.468221066,2.556,3.715,546,48.6744286,468,Curry
69,0,28.66666667,0.005163978,73.74166667,0.918006899,261.5,35.95413745,222,312,3.300166667,0.542035208,2.556,3.715,533.8333333,57.07334462,468,Curry
70,0,28.66666667,0.005163978,73.61166667,0.959008168,245.8333333,29.43750442,218,292,3.222333333,0.554766137,2.556,3.715,521.6666667,61.56514165,468,Curry
71,0,28.665,0.005477226,73.265,0.983986789,233.6666667,20.16597795,218,267,3.079166667,0.511336843,2.556,3.715,498.8333333,45.58252589,468,Curry
72,0,28.66333333,0.005163978,72.91833333,0.853426427,224.3333333,13.51542329,211,250,2.936,0.407398085,2.556,3.715,482.5,21.38924964,468,Curry
73,0,28.68166667,0.04833908,72.74833333,0.537639904,219.5,5.00999002,211,226,2.735833333,0.17928125,2.514,2.953,475,5.477225575,468,Curry
74,0,28.71166667,0.078591772,72.61166667,0.77502043,217,6.899275324,207,226,2.687833333,0.258229678,2.268,2.953,477,4.516635916,473,Curry
75,0,28.745,0.093327381,72.04666667,1.2952014,212,9.465727653,196,221,2.5755,0.380140895,2.006,2.953,471.8333333,15.17124473,442,Curry
76,0,28.77333333,0.091796877,71.365,1.685369396,207.3333333,12.37201142,190,221,2.376833333,0.448693399,1.761,2.856,463.1666667,25.62355687,421,Curry
77,0,28.80333333,0.075277265,70.8,1.853029951,202.5,12.56582667,190,221,2.194333333,0.437365141,1.761,2.856,454.8333333,29.60686857,421,Curry
78,0,28.83666667,0.029439203,70.54833333,1.698109733,198.3333333,13.30663995,186,221,2.109833333,0.316138841,1.761,2.514,444.8333333,28.29428682,421,Curry
79,0,28.855,0.019748418,70.12,1.02609941,193.1666667,7.494442385,186,207,2.071833333,0.267857736,1.761,2.349,444.6666667,28.04757862,421,Curry
80,0,28.86333333,0.022509257,70.03833333,0.926119143,191.1666667,3.710345896,186,196,2.0605,0.259196258,1.761,2.349,445.8333333,29.8959306,421,Curry
81,0,28.86833333,0.024832774,70.21833333,0.983064935,190.5,2.949576241,186,195,2.045833333,0.265314468,1.761,2.349,452.6666667,33.33266666,421,Curry
82,0,28.87,0.022803509,70.53166667,0.77569109,192,4.516635916,186,199,2.057833333,0.251102701,1.761,2.349,462.8333333,30.96072781,423,Curry
83,0,28.86,0.042895221,70.895,0.120623381,194,5.899152482,186,202,2.053666667,0.257147947,1.736,2.349,471.8333333,24.16954006,423,Curry
84,0,28.84666667,0.053913511,70.96,0.172510869,196,4.516635916,190,202,1.922166667,0.276895949,1.56,2.286,480.6666667,4.131182236,476,Curry
85,0,28.82333333,0.061210021,70.92666667,0.216394701,196.8333333,3.544949459,192,202,1.799666667,0.244421494,1.551,2.2,480.3333333,4.366539438,476,Curry
86,0,28.79833333,0.059132619,70.96,0.213915871,196.5,3.834057903,192,202,1.779333333,0.20660655,1.551,2.078,482.3333333,8.664102185,476,Curry
87,0,28.785,0.040373258,71.04333333,0.28182737,197.5,3.146426545,193,202,2.067833333,0.798806965,1.551,3.649,514.6666667,79.9966666,476,Curry
88,0,28.785,0.040373258,71.125,0.278621607,227.3333333,73.87466864,193,378,2.425166667,1.096732495,1.551,3.977,553.5,111.3692058,476,Curry
89,0,28.80166667,0.055647701,70.99166667,0.427430306,300.8333333,182.7625965,193,643,2.803833333,1.198681845,1.551,4.008,588.6666667,115.6143013,476,Curry
90,0,28.83333333,0.086409876,71.00166667,0.434484369,465.1666667,393.5446184,193,1184,3.188,1.08421769,1.551,4.008,631.3333333,112.9259344,477,Curry
91,0,28.87666667,0.10033278,71.39,0.864407311,619,443.9819816,193,1184,3.625,0.777467941,2.078,4.173,683.6666667,98.99831648,499,Curry
92,0,28.92166667,0.086351993,71.71166667,1.044076945,709.8333333,392.1175419,198,1184,3.974166667,0.198933574,3.649,4.173,716.6666667,41.34085953,677,Curry
93,0,28.97166667,0.095166521,71.73833333,1.037157976,758.6666667,328.7513752,378,1184,3.970833333,0.205529965,3.629,4.173,720,38.18900365,688,Curry
94,0,29.015,0.087578536,71.635,1.115127795,756,332.5002256,362,1184,3.831166667,0.396504939,3.139,4.173,703.5,57.35764988,616,Curry
95,0,29.05,0.060663004,71.61333333,1.146379809,699.3333333,381.0394555,303,1184,3.575333333,0.664337765,2.473,4.173,681.6666667,83.44019815,557,Curry
96,0,29.07,0.047328638,71.38333333,1.347437073,546.5,327.9687485,267,1118,3.265,0.896349039,2.003,4.173,651.1666667,94.12420872,549,Curry
97,0,29.08333333,0.037237973,70.87333333,1.202641537,396.8333333,191.5238018,220,738,2.903333333,0.894491066,2.003,4.173,597.8333333,89.59557281,471,Curry
98,0,29.09666667,0.010327956,70.2,0.891380951,306,108.6793449,193,491,2.407833333,0.873697984,1.2,3.629,561.5,85.4441338,471,Curry
99,0,29.09666667,0.010327956,69.855,0.605037189,256.8333333,66.97288008,193,362,2.004833333,0.746116457,1.2,3.139,528.6666667,55.60095922,471,Curry
100,0,29.09333333,0.008164966,69.70666667,0.444147123,229.5,45.48736088,193,303,1.6795,0.553338143,1.187,2.473,512.6666667,35.69126877,471,Curry
101,0,29.09666667,0.010327956,70.02,1.075788083,215.5,27.84780063,193,267,1.550333333,0.400377655,1.187,2.003,524.1666667,57.36694751,471,Curry
102,0,29.1,0.010954451,70.465,1.489063464,208,13.6381817,193,222,1.586833333,0.456014656,1.187,2.222,535.8333333,69.30343907,471,Curry
103,0,29.105,0.012247449,71.10666667,1.953874783,208.6666667,14.41758186,193,224,1.644333333,0.534057924,1.187,2.348,562.1666667,69.75791472,479,Curry
104,0,28.83666667,0.085479042,70.65666667,0.571722543,212.1666667,4.020779361,206,217,1.739666667,0.280490047,1.518,2.189,460.1666667,40.50884677,424,No Activity
105,0,28.8,0.060332413,70.415,0.160468065,210.8333333,3.371448749,206,215,1.627833333,0.181971884,1.518,1.98,441.5,26.31919452,416,No Activity
106,0,28.75833333,0.071110243,70.48833333,0.207501004,208.8333333,3.920034013,203,213,1.503666667,0.143778533,1.235,1.667,426.5,16.14620698,401,No Activity
107,0,28.72,0.073756356,70.52666667,0.217776644,206.1666667,5.600595206,197,213,1.430666667,0.155016988,1.229,1.566,419.6666667,16.93123347,401,No Activity
108,0,28.685,0.072318739,70.48333333,0.193769623,203.1666667,6.013872851,195,209,1.366333333,0.167234765,1.18,1.518,411.8333333,15.32862246,395,No Activity
109,0,28.66666667,0.066231916,70.42333333,0.285002924,199.3333333,8.406346809,186,209,1.456833333,0.331739305,1.18,2.061,413.3333333,18.11813088,395,No Activity
110,0,28.64833333,0.05231316,70.36333333,0.340978983,196.3333333,8.755950358,186,209,1.547333333,0.415304547,1.18,2.061,417.8333333,23.76902747,395,Fry
111,0,28.62666667,0.016329932,70.27166667,0.417153049,192.6666667,6.772493386,186,203,1.636,0.461959306,1.18,2.061,422.8333333,26.32426004,395,Fry
112,0,28.625,0.015165751,70.17166667,0.338255328,292.8333333,250.4599103,186,804,1.861666667,0.549342759,1.18,2.589,437.1666667,34.2719516,395,Fry
113,0,28.63833333,0.033714487,70.24833333,0.491300994,434.1666667,387.3940715,186,1045,2.106166667,0.537782639,1.18,2.696,457.8333333,44.08363264,395,Fry
114,0,28.665,0.054313902,70.40666667,0.689946858,594.3333333,460.4982809,186,1156,2.421833333,0.430603027,2.05,3.074,490.8333333,59.16896709,443,Fry
115,0,28.69333333,0.07788881,70.5,0.656109747,722,429.8115866,187,1156,2.626166667,0.508899761,2.05,3.287,513.8333333,63.51823885,446,Fry
116,0,28.73833333,0.111609438,70.85666667,0.860271275,885.1666667,367.9181521,187,1167,2.864833333,0.526328953,2.05,3.493,535.3333333,59.7148781,446,Fry
117,0,28.79166667,0.119902738,70.91166667,0.784918255,1074,181.3912898,804,1320,3.187666667,0.520593379,2.589,3.987,564.8333333,49.62425482,487,Fry
118,0,28.85,0.11027239,71.03166667,0.699211461,1201.666667,219.0147636,952,1570,3.308666667,0.430128663,2.696,3.987,584.8333333,33.56436603,525,Fry
119,0,28.9,0.095707889,70.87666667,0.772312545,1353,358.4366053,952,1953,3.4275,0.30823092,3.074,3.987,601.1666667,19.53885019,580,Fry
120,0,28.93666667,0.070047603,70.59166667,0.843905603,1543.5,506.1125369,952,2299,3.487166667,0.256409373,3.287,3.987,603.1666667,19.14593081,580,Fry
121,0,28.95833333,0.033714487,70.50333333,0.878673242,1822,571.108396,1167,2623,3.536833333,0.238089409,3.315,3.987,606.5,15.99687469,580,Fry
122,0,28.955,0.039874804,70.29,0.471720256,1928.833333,476.1333497,1320,2623,3.447833333,0.337009446,2.959,3.987,610,10.33440855,601,Fry
123,0,28.94166667,0.056005952,70.245,0.504093245,1978.833333,410.6616206,1570,2623,3.293,0.238874863,2.959,3.585,599.8333333,20.24269416,562,Fry
124,0,28.915,0.070356236,69.93833333,0.58622237,1903.166667,526.5356272,1116,2623,3.171833333,0.372493982,2.588,3.585,579.5,50.40535686,485,Curry
125,0,28.87833333,0.074408781,69.78,0.628203789,1714.833333,683.7629463,823,2623,2.913833333,0.625525512,1.861,3.585,544.3333333,79.30615781,412,Curry
126,0,28.83833333,0.073325757,69.91666667,0.695518991,1530.333333,642.7318777,823,2623,2.690666667,0.642317886,1.861,3.585,521,78.4780224,412,Curry
127,0,28.805,0.062529993,70.005,0.740425553,1211.833333,431.8835105,712,1808,2.442,0.499844776,1.861,3.058,490.5,76.70919111,412,Curry
128,0,28.78666667,0.046761808,70.08666667,0.865994611,985.3333333,412.6265462,449,1620,2.310333333,0.43645099,1.861,3.058,466.1666667,54.62386536,412,Curry
129,0,28.78333333,0.040824829,70.25166667,0.90311498,781,330.9573991,394,1192,2.176333333,0.24036611,1.861,2.588,450.3333333,29.09066288,412,Curry
130,0,28.79333333,0.056095157,70.44833333,0.693178669,648,329.749602,318,1192,2.103666667,0.13290548,1.861,2.254,447.3333333,25.50816863,412,Curry
131,0,28.81,0.065421709,70.61166667,0.41329973,554.8333333,348.8337235,264,1192,2.152166667,0.059421938,2.093,2.254,455.1666667,18.8299407,418,Curry
132,0,28.84333333,0.073120904,70.50666667,0.507490558,390,180.6709717,203,712,2.130666667,0.096734,1.964,2.254,453.6666667,18.23915203,418,Curry
133,0,28.88,0.065726707,70.40166667,0.56375231,303,104.0307647,190,449,2.1455,0.096626601,1.964,2.254,461.6666667,5.645056835,455,Curry
134,0,28.91333333,0.054650404,70.165,0.363689428,258.1666667,84.69336849,180,394,2.1455,0.096626601,1.964,2.254,464.3333333,5.645056835,456,Curry
135,0,28.92666667,0.047609523,68.965,0.792407723,177.5,6.220932406,170,186,1.429333333,0.353001794,1.065,1.911,414,42.90920647,365,Boil
136,0,28.89333333,0.047609523,68.75666667,0.71821074,177.1666667,6.554896389,170,186,1.270833333,0.303509088,0.96,1.733,396.5,35.84271195,365,Boil
137,0,28.87833333,0.04792355,68.53333333,0.385573166,175.3333333,4.926120854,170,183,1.242,0.255194044,0.96,1.56,391,27.80647407,365,Boil
138,0,28.865,0.041352146,68.34333333,0.238131616,173.1666667,3.544949459,170,179,1.395833333,0.558868649,0.96,2.45,398.6666667,43.14935303,365,Boil
139,0,28.85166667,0.026394444,68.21666667,0.310204234,169.5,6.473020933,157,175,1.591166667,0.69614522,0.96,2.45,411,51.63332257,365,Boil
140,0,28.84666667,0.022509257,68.15,0.361054013,166.5,7.968688725,156,175,1.8215,0.71559339,0.96,2.45,426.5,51.90279376,365,Boil
141,0,28.855,0.039874804,68.34,0.596724392,165.5,7.816648898,156,175,2.026333333,0.626034078,0.96,2.45,449.1666667,49.30483411,366,Boil
142,0,28.87666667,0.045460606,68.54833333,0.822494174,164.8333333,7.413950814,156,175,2.276166667,0.356434239,1.56,2.459,479.1666667,42.92978764,416,Boil
143,1,27.92166667,0.021369761,66.02,0.244948974,119.6666667,2.160246899,117,123,0.497666667,0.077742309,0.421,0.597,298.3333333,2.338090389,295,No Activity
144,1,27.92166667,0.021369761,65.93666667,0.24832774,120.1666667,2.041241452,117,123,0.468333333,0.064911221,0.421,0.574,298,2.529822128,295,No Activity
145,1,27.93,0.015491933,65.85333333,0.21602469,119.5,2.664582519,116,123,0.442833333,0.040597619,0.421,0.522,296.6666667,2.732520204,293,No Activity
146,1,27.945,0.029495762,65.6,0.456946386,119.1666667,2.857738033,116,123,0.42,0.02092845,0.385,0.451,295.3333333,2.065591118,293,No Activity
147,1,27.96,0.030983867,65.34833333,0.578909895,119.5,2.664582519,116,123,0.406833333,0.022328606,0.372,0.421,294.3333333,1.96638416,292,No Activity
148,1,27.975,0.039874804,65.11333333,0.675919127,118.3333333,3.326659987,114,123,0.3975,0.026531114,0.365,0.421,293.6666667,2.338090389,291,No Activity
149,1,27.99166667,0.043089055,64.845,0.705825758,117.5,2.42899156,114,121,0.386666667,0.028232369,0.356,0.421,292.5,2.073644135,290,No Activity
150,1,28.00833333,0.038166303,64.57666667,0.605563099,117,1.788854382,114,119,0.375833333,0.024669144,0.356,0.421,291.1666667,1.940790217,288,No Activity
151,1,28.02833333,0.024013885,64.27666667,0.288975201,117,1.788854382,114,119,0.365166667,0.011617516,0.356,0.385,290.3333333,2.065591118,288,No Activity
152,1,28.03833333,0.02228602,64.27666667,0.288975201,117.1666667,1.834847859,114,119,0.368,0.017832554,0.356,0.402,289.8333333,1.602081979,288,No Activity
153,1,28.045,0.012247449,64.29333333,0.307419366,117.1666667,1.834847859,114,119,0.378,0.031843367,0.356,0.432,290.8333333,3.710345896,288,No Activity
154,1,28.855,0.0083666,69.16833333,0.654871489,174.3333333,3.614784456,170,180,8.368833333,1.030763293,7.312,9.914,920,69.94569322,852,Boil
155,1,28.84833333,0.01602082,68.90333333,0.203535419,172,3.741657387,166,176,7.931333333,0.767128064,7.289,8.894,891.6666667,55.18212271,848,Boil
156,1,28.84,0.020976177,68.82166667,0.181924893,170,4.335896678,164,175,7.649333333,0.643503432,7.202,8.894,865.1666667,31.69489969,831,Boil
157,1,28.83166667,0.021369761,68.74,0.093594872,167.8333333,4.578937286,162,174,7.367333333,0.221020964,7.202,7.79,846.3333333,23.74587684,809,Boil
158,1,28.82333333,0.017511901,68.70833333,0.080104099,166,5.215361924,160,174,7.269333333,0.084042053,7.202,7.409,831.3333333,28.45815642,787,Boil
159,1,28.79666667,0.053541261,68.445,0.624363676,162.1666667,6.462713568,151,170,6.975166667,0.653959148,5.644,7.312,812.5,39.96373356,748,Boil
160,1,28.76833333,0.068823446,68.30333333,0.661170679,159,6.511528238,151,166,6.676333333,0.849643376,5.519,7.289,786.5,56.46503343,696,Boil
161,1,28.73833333,0.080104099,68.13,0.6244998,157,5.727128425,151,164,6.390333333,0.890019925,5.519,7.202,760.5,58.3669427,692,Boil
162,1,28.71,0.079749608,67.98833333,0.574644818,155.1666667,4.708148964,151,162,6.101166667,0.854718063,5.467,7.202,736.3333333,53.12124497,686,Boil
163,1,28.68,0.067527772,67.81166667,0.482386429,154,3.346640106,151,160,5.781333333,0.706614086,5.283,7.202,714,43.81324001,675,Boil
164,1,28.65,0.024494897,67.635,0.245499491,152.3333333,1.96638416,150,155,5.4615,0.150199534,5.283,5.644,692.1666667,30.89606232,656,Boil
165,1,28.63833333,0.017224014,67.55833333,0.423387136,150.3333333,5.853773712,139,155,5.288833333,0.354703491,4.608,5.573,670.1666667,30.1755972,616,Boil
166,1,28.63,0.008944272,67.13,1.01062357,147.5,8.826097665,134,155,5.032,0.616214248,3.978,5.573,646.8333333,52.25482434,556,Boil
167,1,28.62666667,0.008164966,66.57,1.410333294,144.3333333,9.416297928,134,155,4.675166667,0.82485621,3.432,5.467,616.3333333,70.75214956,509,Boil
168,1,28.62,0.010954451,65.99333333,1.506036741,139.3333333,11.60459679,123,155,4.2765,0.936147585,3.075,5.283,583.3333333,77.60326454,488,Boil
169,0,28.34,0.798573729,68.97833333,1.155342662,204.6666667,139.2977626,146,489,1.394666667,0.388389324,1.085,2.171,486.5,58.06117464,462,Fry
170,0,28.67166667,1.02517153,68.32666667,1.773456136,250.8333333,161.3200752,146,489,1.467,0.40889314,1.085,2.171,499.5,60.68854917,462,Fry
171,0,29.00666667,1.091946275,67.675,1.984003528,279.5,154.5312266,146,489,1.546,0.408545224,1.085,2.171,501.8333333,59.30401898,462,Fry
172,0,29.34166667,1.031686322,67.02333333,1.925665253,296,142.4991228,146,489,1.625,0.389418027,1.085,2.171,504.5,57.48652016,462,Fry
173,0,29.695,0.827157784,66.29,1.632151954,301.1666667,136.4952991,146,489,1.5725,0.461698928,0.953,2.171,505.8333333,56.38587294,462,Fry
174,0,30.12166667,0.050760877,65.46,0.229085137,175.6666667,38.46903517,138,247,1.264333333,0.269566071,0.953,1.742,485.8333333,13.18205851,470,Fry
175,0,30.145,0.012247449,65.585,0.412589384,156.3333333,20.31419865,131,179,1.2735,0.289272709,0.953,1.797,506.6666667,48.84942852,470,Fry
176,0,30.145,0.012247449,65.89666667,0.594025813,149.3333333,18.05177738,131,177,1.511,0.489317075,1.085,2.378,541.5,81.2471538,476,Fry
177,0,30.145,0.012247449,65.995,0.550554266,182.1666667,94.73207834,131,374,1.741166667,0.567423093,1.206,2.466,577.3333333,93.12500559,491,Fry
178,0,30.14166667,0.013291601,66.01666667,0.534702409,284.6666667,260.3625677,131,780,1.917666667,0.564460332,1.206,2.466,600.6666667,88.50009416,491,Fry
179,0,30.13833333,0.013291601,66.07166667,0.473261732,390.5,316.669386,131,783,2.1085,0.459539226,1.308,2.466,624.6666667,72.52218052,491,Fry
180,0,30.16333333,0.068019605,65.56166667,1.492399634,414.6666667,298.5609932,131,783,2.1825,0.319160618,1.752,2.466,647,32.97878106,603,Fry
181,0,30.18833333,0.090424923,64.79166667,2.106821461,423.5,289.1247136,137,783,2.067666667,0.535936066,1.108,2.466,623.6666667,82.57279617,463,Fry
182,0,30.21333333,0.091796877,63.9,2.15742439,426.1666667,286.0107807,153,783,1.814,0.695972126,0.856,2.466,585.8333333,101.8929176,452,Fry
183,0,30.23833333,0.084715209,63.28833333,1.942281305,386.3333333,310.3376656,135,783,1.567166667,0.680949753,0.856,2.351,551.5,93.7502,452,Fry
184,0,30.26666667,0.068019605,62.84,1.529862739,278.6666667,253.2561286,134,783,1.373333333,0.569632747,0.856,2.351,534,82.10724694,452,Fry
185,0,30.30333333,0.025819889,62.88333333,1.628909656,173,56.85419949,134,283,1.304333333,0.437202318,0.856,1.937,531.3333333,78.14004522,452,Fry
186,0,30.315,0.037282704,63.17833333,1.735020653,158.3333333,25.51600805,134,195,1.380166667,0.554188927,0.856,2.207,546.5,104.3815118,452,Fry
187,0,30.335,0.059581876,63.91166667,1.892695609,163.3333333,33.30265255,134,214,1.530166667,0.586639043,0.856,2.207,599.3333333,130.5981113,452,Fry
188,0,30.36333333,0.068019605,64.415,1.507856094,167.1666667,33.19889556,134,214,1.682166667,0.486655285,0.985,2.207,636.3333333,110.3932365,485,Fry
189,0,30.39166667,0.06145459,64.63833333,1.213019648,170.8333333,29.99611086,134,214,1.737833333,0.402845587,1.188,2.207,659.6666667,83.53841432,539,Fry
190,0,30.41666667,0.045018515,64.74666667,1.062481372,171,29.75231083,135,214,1.759666667,0.369233621,1.319,2.207,669.1666667,69.05770534,596,Fry
191,0,30.43666667,0.035023801,64.08666667,1.325589177,166.3333333,35.5283924,121,214,1.615333333,0.447099392,1.071,2.207,659.5,79.85925119,566,Fry
192,0,30.45666667,0.020655911,63.82,1.403752115,152.5,38.19293128,112,214,1.4305,0.377378722,1.071,2.008,631.1666667,85.74477632,546,Fry
193,0,30.47166667,0.02857738,63.41,0.874711381,136.1666667,25.46697207,112,176,1.301666667,0.251872719,1.071,1.768,600,45.25041436,546,Fry
194,0,30.49,0.043358967,63.37666667,0.823035034,128.5,16.37986569,112,157,1.2395,0.130579861,1.071,1.395,600.1666667,45.57813803,546,Fry
195,0,30.50333333,0.040824829,63.36166667,0.816759859,123,8.579044236,112,135,1.264,0.159145217,1.071,1.466,608.5,54.68729286,546,Fry
196,0,30.51,0.032863353,63.64166667,1.168270802,122,7.127411872,112,130,1.298166667,0.19194105,1.071,1.524,621.6666667,60.29814812,546,Fry
197,0,30.50333333,0.044572039,63.90333333,0.877397667,122,7.127411872,112,130,1.363666667,0.163927626,1.098,1.524,628.3333333,54.88047619,546,Fry
198,0,30.48,0.077459667,63.925,0.846350991,122.3333333,6.592925501,114,130,1.356166667,0.178862424,1.053,1.524,625.3333333,60.48691319,528,Fry
199,0,30.44333333,0.102696965,64.24166667,1.038545457,122.5,6.41092817,114,130,1.315333333,0.232099691,0.99,1.524,621.8333333,63.27532431,528,Fry
200,0,30.40166667,0.096419224,64.26333333,1.043602734,120.3333333,5.501514943,114,129,1.268333333,0.241117952,0.99,1.524,605.8333333,59.14530131,528,Fry
201,0,30.36666667,0.076594169,64.28333333,1.029634239,118.5,5.856620186,113,129,1.178833333,0.252468942,0.929,1.524,583,53.25410782,528,Fry
202,0,30.35,0.050990195,63.90666667,0.959180206,115.6666667,3.326659987,112,121,1.142333333,0.20370927,0.929,1.464,562.6666667,28.75876678,528,Fry
203,0,30.34333333,0.039832985,63.92166667,0.954304284,115.6666667,3.326659987,112,121,1.13,0.181352695,0.929,1.39,556.3333333,20.22539658,528,Fry
204,0,30.35166667,0.046224092,63.95,0.921650693,117.5,4.888762625,112,125,1.162,0.181986813,0.929,1.39,560.1666667,15.38072387,538,Fry
205,0,30.36833333,0.041673333,63.46833333,0.661888712,118,4.979959839,112,125,1.149,0.198745063,0.912,1.39,556.6666667,14.5143607,538,Fry
206,0,30.37333333,0.034448028,63.32166667,0.443820534,120.8333333,8.134289561,112,134,1.089833333,0.256155747,0.758,1.39,538.3333333,35.27983371,469,Fry
207,0,30.37333333,0.034448028,63.34,0.465789652,131.6666667,23.80476143,112,178,1.111833333,0.245005646,0.758,1.39,534.8333333,36.34510513,469,Fry
208,0,30.355,0.049699095,63.54166667,0.595396227,170,87.02873089,120,342,1.109666667,0.243005075,0.758,1.39,533.1666667,35.56636988,469,Fry
209,0,30.325,0.073143694,63.695,0.744197554,223.8333333,136.4967643,120,444,1.089833333,0.219243624,0.758,1.292,528.5,31.70961999,469,Fry
210,0,30.28833333,0.082563107,63.96166667,0.782621663,285.1666667,163.2598134,120,493,1.080666667,0.212504745,0.758,1.292,528.5,31.70961999,469,Fry
211,0,30.25166667,0.071110243,64.295,0.453684913,344.1666667,155.4096737,134,493,1.122666667,0.196826489,0.758,1.292,528.5,31.70961999,469,Fry
