,day,data_temperature_mean,data_temperature_std,data_humidity_mean,data_humidity_std,data_pm2_5_mean,data_pm2_5_std,data_pm2_5_min,data_pm2_5_max,data_voc_mean,data_voc_std,data_voc_min,data_voc_max,data_co2_mean,data_co2_std,data_co2_min,Target
879,0,31.76166667,0.090645831,61.89333333,1.800162956,182.8333333,7.026141663,172,192,7.416,0.772526763,6.539,8.24,1287.833333,77.31084443,1168,Fry
880,0,31.79666667,0.078655366,62.11833333,1.557156597,179.1666667,7.026141663,170,187,7.405833333,0.786648948,6.478,8.24,1309,50.77006992,1221,Fry
881,0,31.835,0.038858718,62.49,1.097014129,176,7.589466384,167,187,7.333333333,0.895088301,6.104,8.24,1314,40.88520515,1251,Fry
882,0,31.84833333,0.02857738,62.33666667,1.030119734,172.8333333,9.745084231,160,187,7.05,0.960560461,6.104,8.24,1304,42.8905584,1251,Fry
883,0,31.85333333,0.019663842,61.97833333,0.672827368,168.5,7.765307463,160,181,6.7585,0.774587568,6.104,8.132,1290.666667,37.01711316,1251,Fry
884,0,31.85,0.025298221,62.305,1.393194172,166.6666667,5.046450898,160,172,6.544333333,0.411352728,6.104,7.183,1292.166667,40.32575686,1251,Fry
885,0,31.84166667,0.029268869,62.89833333,1.688187391,165.6666667,4.320493799,160,170,6.488333333,0.319672124,6.104,6.847,1311.166667,62.98386037,1251,Fry
886,0,31.83333333,0.030110906,63.54,1.630570452,163.6666667,4.676180778,158,170,6.549833333,0.351224382,6.104,6.847,1323.333333,66.20473296,1251,Fry
887,0,31.82166667,0.020412415,64.035,1.535835278,159.8333333,8.90879715,144,170,6.673666667,0.28786293,6.163,6.847,1298,112.390391,1099,Fry
888,0,31.81333333,0.008164966,64.48166667,1.318641978,158.1666667,9.765585833,144,170,6.787666667,0.145336391,6.491,6.847,1245.166667,180.7666083,955,Fry
889,0,31.81,0,63.04333333,4.841824725,159.6666667,10.91176735,144,170,6.426833333,1.02919394,4.326,6.847,1195.666667,210.2148108,955,Fry
890,0,31.81333333,0.008164966,60.91833333,6.360504435,161.3333333,13.30663995,144,180,5.947166667,1.398579625,3.969,6.847,1124,213.3954076,937,Fry
891,0,31.81166667,0.009831921,58.95666667,6.650878639,162.5,14.08190328,144,180,5.438333333,1.552616072,3.794,6.847,1045.333333,169.326509,937,Fry
892,0,31.80666667,0.016329932,57.06,6.182067615,167.1666667,16.69031655,144,186,4.951666667,1.478634731,3.794,6.847,979,60.85720993,937,Fry
893,0,31.8,0.021908902,55.16333333,4.854699441,176,15.98749511,150,197,4.482833333,1.171562959,3.794,6.847,962.1666667,23.57470396,937,Fry
894,0,31.795,0.02258318,53.46333333,0.832410155,189.1666667,21.77536835,170,229,4.012333333,0.176534038,3.794,4.326,969.3333333,27.21519184,937,Fry
895,0,31.79833333,0.026394444,53.65833333,0.882664527,201.8333333,29.22612986,173,246,3.881,0.189175051,3.538,4.034,971.5,28.25420323,937,Fry
896,0,31.8,0.028982753,53.82166667,0.628439867,206.3333333,27.20049019,173,246,3.723666667,0.38869148,3.025,4.034,962.3333333,45.40337726,882,Fry
897,0,31.805,0.031464265,53.75666667,0.713769337,208.3333333,24.57369868,185,246,3.529666667,0.586642878,2.63,4.034,949.6666667,61.35035996,862,Fry
898,0,31.81333333,0.030110906,53.62666667,0.804528848,205.6666667,28.09744947,170,246,3.3135,0.646824165,2.63,4.034,940.1666667,61.98198663,862,Fry
899,0,31.82333333,0.021602469,53.49666667,0.862847997,197.8333333,36.33960191,150,246,3.0795,0.585051023,2.63,4.024,912.3333333,68.01960502,831,Fry
900,0,31.83166667,0.004082483,53.17,0.589304675,181.8333333,40.740234,133,246,2.847166667,0.373502566,2.63,3.538,863,95.32261012,702,Fry
901,0,31.82,0.029664794,52.18833333,1.842915263,160.8333333,32.73784762,120,207,2.500833333,0.533820351,1.46,3.025,815.3333333,91.75547213,702,Fry
902,0,31.80666667,0.036147845,51.27333333,2.46744132,145.6666667,27.77528878,116,185,2.2165,0.64214134,1.319,2.63,771.8333333,113.1926087,621,Fry
903,0,31.80166667,0.034302575,50.325,2.805892015,133.1666667,22.99927535,110,170,1.979,0.717696315,1.205,2.63,728.5,121.2513917,602,Fry
904,0,31.79666667,0.031411251,49.36,2.754872048,123.3333333,15.48762947,110,150,1.73,0.70573111,1.136,2.63,674.6666667,90.84418895,590,Fry
905,0,31.79166667,0.027141604,48.395,2.251814824,116.3333333,9.266426855,108,133,1.481,0.57638737,1.136,2.63,637.1666667,51.18756359,590,Fry
906,0,31.78666667,0.020655911,48.02,1.376924108,112.6666667,4.457203907,108,120,1.269833333,0.132126328,1.136,1.46,632,44.45672053,590,Fry
907,0,31.78666667,0.020655911,48.52666667,1.986682327,111.6666667,2.875181154,108,116,1.265,0.124062887,1.136,1.431,626.8333333,35.61694353,590,Fry
908,0,31.78833333,0.018348479,49.26166667,2.415751781,111.6666667,2.875181154,108,116,1.294,0.155550635,1.136,1.493,635.1666667,39.60513435,590,Fry
909,0,31.77833333,0.025625508,50.24333333,2.586485389,112.1666667,2.786873995,108,116,1.349666667,0.175779028,1.136,1.539,646.6666667,38.03507153,590,Fry
910,0,31.76833333,0.027141604,51.30666667,2.31853977,113,3.098386677,108,116,1.4325,0.172015988,1.136,1.633,689.3333333,81.03497187,606,Fry
911,0,31.75833333,0.024013885,52.37,1.160913433,113.8333333,1.940790217,111,116,1.515333333,0.108689773,1.363,1.633,726.1666667,85.67477264,671,Fry
912,0,31.75166667,0.013291601,52.41833333,1.075907369,113,3.687817783,106,116,1.656333333,0.282045859,1.431,2.209,743.5,82.75203925,671,Fry
913,0,31.75833333,0.024013885,52.10833333,1.559582209,111.3333333,5.125101625,104,116,1.764833333,0.302500523,1.493,2.209,745.6666667,80.61678899,671,Fry
914,0,31.78333333,0.070898989,52.44833333,1.78219434,109,5.727128425,102,116,1.928666667,0.38166722,1.539,2.476,772.5,77.52870436,671,Fry
928,0,31.99,0.090553851,48.46666667,1.274184707,173,42.59577444,123,247,3.2795,0.442496893,2.565,3.886,856.3333333,89.36591446,749,Boil
929,0,32.03666667,0.10033278,48.725,1.536499268,229,117.9423588,141,459,3.6805,0.687731561,3.125,4.971,898.6666667,113.6391951,749,Boil
930,0,32.085,0.102713193,49.21166667,2.191779338,286.8333333,147.5268337,171,488,4.031333333,0.862408179,3.236,5.23,932.3333333,129.7407672,749,Boil
931,0,32.135,0.096695398,50.09,2.594409374,329,145.3093252,171,488,4.339333333,0.97870806,3.236,5.399,964,133.7310734,749,Boil
932,0,32.17166667,0.068239773,51.27833333,2.136777168,353.3333333,124.2588696,181,488,4.71,0.932789151,3.236,5.538,1014.666667,84.51429859,846,Boil
933,0,32.19166667,0.041190614,52.85833333,2.757850008,370.8333333,100.1986361,247,488,5.120166667,0.654606879,3.886,5.697,1052.666667,20.5977345,1014,Boil
934,0,32.19833333,0.031251667,54.165,2.857444663,374.1666667,95.47652417,267,488,5.495666667,0.402840746,4.971,6.139,1069.666667,24.0970261,1053,Boil
935,0,32.19333333,0.038297084,55.04666667,2.280532102,336,100.4250965,230,488,5.663333333,0.346161042,5.23,6.139,1078.166667,25.96471965,1053,Boil
936,0,32.18333333,0.040824829,55.29166667,2.018736403,279.8333333,92.32424745,151,428,5.4285,0.833627195,3.821,6.139,1084.666667,26.87501938,1053,Boil
937,0,32.15333333,0.047609523,54.69166667,3.040936807,230,75.5195339,129,317,5.157,1.075374353,3.77,6.139,1031.833333,144.8397966,740,Boil
938,0,32.12166667,0.063060817,54.5,3.165514176,198.8333333,70.8785346,129,286,4.767,1.308592374,3.198,6.139,978.6666667,187.7175183,734,Boil
939,0,32.09,0.074565408,53.655,2.827993989,172.3333333,60.77389791,127,267,4.408166667,1.29771575,3.198,6.139,933.3333333,192.8633368,734,Boil
940,0,32.04666667,0.092231593,52.30333333,2.475792129,147.1666667,42.13984654,116,230,3.951833333,1.018772873,3.198,5.977,869,183.9162853,730,Boil
941,0,31.98,0.142267354,50.85666667,2.524398278,127.6666667,13.4412301,113,151,3.2645,0.729209092,1.853,3.821,780.8333333,175.3264574,575,Boil
942,0,31.89833333,0.164123937,49.62166667,2.497345925,120,10.19803903,105,130,2.906166667,0.90750899,1.671,3.77,683.5,109.9559003,520,Boil
943,0,31.81833333,0.179935174,49.07333333,2.840645467,115.1666667,11.82229532,100,130,2.518833333,0.959539351,1.446,3.544,641,131.014503,485,Boil
944,0,31.735,0.183602832,47.905,2.664498077,109.8333333,10.98028536,98,127,2.200166667,1.005275965,1.286,3.544,593.8333333,141.3696101,451,Boil
945,0,31.65666667,0.150288611,46.70333333,1.547975021,104.3333333,8.687155269,94,116,1.823833333,0.804108305,1.286,3.401,535.1666667,106.4244646,450,Boil
946,0,31.56666667,0.12832251,46.36833333,0.906121773,101.3333333,6.742897498,94,113,1.449333333,0.265582881,1.154,1.853,493.8333333,47.42748851,450,Boil
947,0,31.505,0.116747591,46.68333333,1.422134546,99.16666667,3.600925807,94,105,1.334,0.196494275,1.154,1.671,486,33.03937045,450,Boil
948,0,31.46,0.095078915,47.375,2.17286677,98.33333333,2.338090389,94,100,1.254833333,0.110381913,1.154,1.446,495.5,49.07443326,450,Boil
949,0,31.42666667,0.072846871,48.11166667,2.468703438,97.83333333,2.228601953,94,100,1.213166667,0.05902683,1.154,1.286,516.1666667,66.70956953,450,Boil
950,0,31.38833333,0.074408781,49.21166667,2.451713007,97,2.966479395,93,100,1.192333333,0.049463791,1.154,1.286,543.6666667,68.45923361,450,Boil
951,0,31.34666667,0.052788888,50.27833333,1.703084457,97.33333333,2.658320272,93,100,1.189666667,0.043472597,1.154,1.27,575.6666667,60.30809785,482,Boil
952,0,31.33166667,0.057416606,51.165,1.297686403,96.66666667,2.943920289,93,100,1.2135,0.057078017,1.161,1.297,607.5,50.60731172,528,Boil
953,0,31.315,0.058566202,51.775,0.913712209,95.83333333,2.483277404,93,100,1.2375,0.060744547,1.161,1.305,633.5,40.69766578,577,Boil
954,0,31.285,0.058566202,51.91,0.778228758,95.16666667,1.471960144,93,97,1.238666667,0.059848698,1.161,1.305,652.6666667,35.51713202,609,Boil
955,0,31.25666667,0.0332666,52.45333333,0.91552535,95.16666667,1.471960144,93,97,1.263833333,0.069317867,1.161,1.347,668.1666667,32.84153874,616,Boil
956,0,31.245,0.031464265,52.92666667,1.260137559,95.5,1.048808848,94,97,1.3785,0.235363336,1.203,1.849,698.1666667,52.17822023,642,Boil
957,0,31.235,0.031464265,53.255,1.1365694,95,1.414213562,93,97,1.518666667,0.369833296,1.203,2.111,720.3333333,51.7944656,673,Boil
958,0,31.225,0.02258318,53.845,1.658393801,94.83333333,1.602081979,93,97,1.705,0.495951611,1.203,2.415,754.3333333,75.87006436,684,Boil
959,0,31.63166667,0.078081154,43.99,1.112276944,3272.333333,1492.580941,1803,5704,2.715333333,0.804420205,1.673,4.069,601.6666667,102.0267939,471,Fry
960,0,31.64833333,0.08998148,43.925,1.042971716,2866.833333,920.8047386,1803,4345,2.463166667,0.45758165,1.673,3.098,587.8333333,86.19609427,471,Fry
961,0,31.67333333,0.100730664,43.81,0.916558782,2696.333333,646.0936981,1803,3322,2.447,0.431645225,1.673,3.001,591.5,89.91051107,471,Fry
962,0,31.705,0.095236548,44.19833333,0.376638642,2743.166667,593.383996,1803,3322,2.5395,0.487271074,1.673,3.001,625.5,78.52579194,471,Fry
963,0,31.795,0.133078924,44.68,1.121766464,2686.833333,705.8723445,1465,3322,2.859,0.430676677,2.442,3.59,671.3333333,42.13628682,632,Fry
964,0,31.86833333,0.177473003,45.145,1.227464867,2430.5,889.3176598,1314,3322,3.157166667,0.648457683,2.556,4.231,701.8333333,66.91611664,643,Fry
965,0,31.93666667,0.196129209,45.53,1.128432541,2113.5,1006.120619,1030,3322,3.409833333,0.666216006,2.556,4.231,726,68.45144264,643,Fry
966,0,32.00833333,0.188299407,45.71833333,1.058327297,1699.166667,944.0833473,785,3322,3.553333333,0.522816475,3.001,4.231,734.3333333,58.67083319,675,Fry
967,0,32.065,0.149365324,45.77666667,0.979135673,1244.666667,600.4400608,595,2279,3.427166667,0.732182878,2.244,4.231,724.6666667,73.34484758,617,Fry
968,0,32.12166667,0.038166303,46.04833333,0.719010895,946.8333333,391.6822266,492,1465,3.3325,0.828666097,2.244,4.231,719.8333333,77.17879674,617,Fry
969,0,32.125,0.032093613,45.95166667,0.622138784,773.6666667,343.4895438,426,1314,3.221,0.832090139,2.244,4.231,714.6666667,76.1069423,617,Fry
970,0,32.11666667,0.036696957,45.85833333,0.556575841,613.6666667,253.173985,354,1030,3.001666667,0.670337726,2.244,4.08,698,58.69923339,617,Fry
971,0,32.10833333,0.033115958,45.895,0.592815317,487.6666667,182.9039821,274,785,2.761666667,0.416932449,2.244,3.417,681.3333333,37.84529914,617,Fry
972,1,30.96666667,0.010327956,35.91,0.0464758,74,1.264911064,73,76,0.372666667,0.007966597,0.364,0.382,310.5,0.547722555,310,No Activity
973,1,30.97,0.010954451,35.91,0.0464758,74,1.264911064,73,76,0.37,0.006811755,0.364,0.382,310.5,0.547722555,310,No Activity
974,1,30.97333333,0.010327956,35.91,0.0464758,74,1.264911064,73,76,0.367333333,0.00350238,0.364,0.374,310.3333333,0.816496579,309,No Activity
975,1,30.97666667,0.008164966,35.925,0.036742346,73,2.28035085,69,76,0.366,0.001264911,0.364,0.368,310.1666667,0.752772651,309,No Activity
976,1,30.98166667,0.01602082,35.925,0.036742346,72.83333333,2.316606714,69,76,0.362833333,0.006823977,0.349,0.366,310,0.89442719,309,No Activity
977,1,30.99166667,0.018348479,35.975,0.134721936,72.83333333,2.316606714,69,76,0.3615,0.007314369,0.349,0.366,309.5,1.048808847,308,No Activity
978,1,30.99333333,0.017511901,36.04166667,0.198031984,72.16666667,1.722401424,69,74,0.3605,0.006978539,0.349,0.366,309,0.89442719,308,No Activity
979,1,30.99833333,0.017224014,36.10833333,0.222747989,72,1.673320053,69,74,0.3595,0.006442049,0.349,0.366,308.8333333,0.752772651,308,No Activity
980,1,31.00833333,0.021369761,36.14166667,0.206921885,72.5,2.34520788,69,76,0.357,0.006324555,0.349,0.366,309,0.89442719,308,No Activity
981,1,31.01833333,0.019407902,36.20833333,0.192916217,72.66666667,2.065591118,70,76,0.3545,0.00484768,0.349,0.36,308.8333333,0.752772651,308,No Activity
982,1,31.01833333,0.019407902,36.305,0.100747209,72.83333333,2.041241452,70,76,0.3585,0.008167007,0.351,0.373,309,0.89442719,308,No Activity
983,1,31.01666667,0.019663842,36.33666667,0.105955966,72.83333333,2.041241452,70,76,0.363666667,0.013995237,0.351,0.387,309.3333333,0.816496579,308,No Activity
984,1,31.01666667,0.019663842,36.35166667,0.112679487,73.16666667,2.041241452,70,76,0.366333333,0.014665151,0.351,0.387,310.5,2.258317958,309,No Activity
985,1,31.01333333,0.022509257,36.43333333,0.224558827,73.33333333,1.96638416,70,76,0.378333333,0.029944393,0.351,0.432,314.3333333,8.914407813,309,No Activity
986,1,31.005,0.019748418,36.54833333,0.22094494,73,1.549193338,70,74,0.391833333,0.033235022,0.351,0.432,340.6666667,62.97830314,309,No Activity
987,1,31.01333333,0.038815804,37.03833333,1.115534252,73.5,0.547722556,73,74,1.067,1.634025214,0.373,4.402,387,115.4365627,310,No Activity
988,1,31.035,0.064420494,37.56,1.454510227,73.5,0.547722556,73,74,1.980333333,2.480696891,0.376,5.853,468,194.2235825,310,No Activity
989,1,31.06166667,0.082563107,38,1.443578886,73,1.095445114,71,74,2.899833333,2.776791416,0.376,5.904,540.1666667,203.9739362,315,Boil
990,1,31.09833333,0.092610295,38.58666667,1.392273919,73.16666667,1.329160135,71,75,3.834333333,2.699973827,0.432,5.983,625.3333333,197.7409079,332,Boil
991,1,31.13666667,0.08617811,39.09,1.156044982,73.16666667,1.329160135,71,75,4.933166667,2.358353953,0.432,7.025,707.6666667,147.6870565,468,Boil
992,1,31.18,0.058651513,39.75666667,0.622178967,72.83333333,1.329160135,71,75,6.135333333,1.116376042,4.402,7.645,767.3333333,94.08435931,587,Boil
993,1,31.21333333,0.053913511,39.68833333,0.702350815,72.33333333,1.751190071,70,75,6.596666667,0.777251225,5.853,7.645,800,33.41257248,743,Boil
994,1,31.24166667,0.05231316,39.50833333,0.862053749,72,1.788854382,70,75,6.588,0.787425171,5.801,7.645,797.8333333,34.1374672,743,Boil
995,1,31.265,0.044609416,39.72166667,0.889818334,72.16666667,1.722401424,70,75,6.671333333,0.724503324,5.801,7.645,821.8333333,38.24874726,783,Boil
996,1,31.28666667,0.044121046,39.65666667,0.884028657,72.16666667,1.722401424,70,75,7.054166667,0.87854002,5.801,8.28,848.6666667,77.79117345,783,Boil
997,1,31.31666667,0.050464509,39.37666667,1.05923872,72,1.673320053,70,75,7.240166667,0.983050643,5.801,8.28,882,104.4260504,783,Boil
998,1,31.34666667,0.056095157,39.21,0.841023186,72.16666667,1.722401424,70,75,7.057,0.994848732,5.801,8.28,894.6666667,100.8219553,783,Boil
999,1,31.37666667,0.066833126,39.20666667,0.84267827,72.83333333,1.471960144,71,75,7.1115,1.01110133,5.801,8.28,915.8333333,84.73822435,783,Boil
1000,1,31.40666667,0.071180522,39.26833333,0.790807604,73,1.264911064,72,75,7.3525,0.782827376,6.404,8.28,929.6666667,62.59925452,866,Boil
1001,1,31.43666667,0.059217115,39.165,0.648991525,72.5,2.073644135,69,75,7.414333333,0.703563406,6.546,8.28,927.6666667,64.40082815,866,Boil
1002,1,31.46166667,0.038166303,39.19333333,0.672953688,71.66666667,1.861898672,69,74,7.1635,0.592768336,6.546,8.141,935.3333333,74.77878487,866,Boil
1003,1,31.50333333,0.075542483,39.54833333,0.58063471,71.83333333,1.940790217,69,74,7.263166667,0.802990017,6.546,8.739,931.1666667,69.20525028,866,Boil
1004,1,31.54,0.085556999,39.66,0.698169034,71.16666667,2.136976056,69,74,7.523833333,0.77705609,6.775,8.739,943.3333333,69.46845807,866,Boil
1005,1,31.57833333,0.098471654,40.23,1.152718526,70.5,1.643167672,69,73,7.626333333,0.812559331,6.775,8.739,957,69.66491226,866,Boil
1006,1,31.615,0.099949987,40.89666667,1.33694677,70.33333333,1.505545305,69,73,7.917666667,0.950932945,6.775,8.995,986.3333333,60.07883709,875,Boil
1007,1,31.65166667,0.084003968,41.66166667,1.776732019,70.66666667,1.366260102,69,73,8.350333333,0.917022937,6.775,9.371,1020,37.60850968,975,Boil
1008,1,31.69833333,0.044907312,42.60833333,2.035951047,71.5,2.167948339,69,75,8.720666667,0.51347392,8.11,9.371,1024.5,40.94264281,975,Boil
1009,1,31.72333333,0.053541261,43.835,2.525396998,72.5,3.78153408,69,79,8.730166667,0.514407394,8.11,9.371,1029.833333,39.32132585,975,Boil
1010,1,31.755,0.057532599,45.20833333,2.588771266,75.16666667,5.879342367,70,85,8.864666667,0.415892614,8.112,9.371,1049.5,35.75891497,992,Boil
1011,1,31.77833333,0.059132619,46.28666667,2.464578395,78.16666667,7.167054253,71,88,8.998833333,0.196499788,8.796,9.371,1061.666667,22.08770397,1033,Boil
1012,1,31.8,0.052535702,47.26833333,1.938911206,81.33333333,7.554248253,71,90,8.985833333,0.199363404,8.796,9.371,1053.666667,35.34779578,994,Boil
1013,1,31.82166667,0.029944393,48.005,1.342680156,83.5,5.61248608,75,90,8.910166667,0.064437308,8.796,8.997,1030,57.31317475,935,Boil
1014,1,31.85333333,0.054650404,49.22666667,1.774560979,88.33333333,8.547904226,79,104,9.064666667,0.423758736,8.796,9.924,1036.666667,63.49383172,935,Boil
1015,1,31.87833333,0.05946988,49.55,1.600187489,92.16666667,8.681397737,84,104,9.265333333,0.54017059,8.917,10,1058.833333,82.36848103,935,Boil
1016,1,31.89666667,0.062182527,49.36666667,1.765974707,94.5,8.24014563,84,104,9.214,0.592038512,8.609,10,1043.166667,83.50189619,935,Boil
1017,1,31.915,0.058223707,48.725,2.56010742,94.66666667,8.091147426,84,104,8.7325,1.443875445,6.028,10,1010.333333,108.2601804,868,Boil
1018,1,31.92833333,0.045350487,48.62333333,2.57147947,95,7.899367063,84,104,8.094666667,2.059934918,5.09,10,988,124.8535142,860,Boil
1019,1,31.93666667,0.026583203,48.88166667,2.661814544,97,5.796550698,89,104,7.649833333,2.133698424,5.09,10,998,122.1327147,860,Boil
1020,1,31.92,0.037947332,48.60333333,2.229956651,94.16666667,5.845225972,87,102,6.972833333,1.899362253,5.09,10,980.8333333,111.7236173,860,Boil
1021,1,31.905,0.041352146,48.91333333,2.508152042,91.5,5.167204273,86,99,6.268166667,1.211347748,5.09,8.609,959,75.09727026,860,Boil
1022,1,31.885,0.044158804,49.39166667,2.490352719,89.5,3.834057902,86,96,5.759666667,0.402546726,5.09,6.248,967,82.41116429,860,Boil
1023,1,31.86666667,0.0332666,50.36,1.168760027,88.33333333,4.926120854,82,96,5.6,0.460629135,5.07,6.248,994,68.9231456,860,Boil
1024,1,31.85333333,0.021602469,50.78833333,0.417584323,87,4.816637831,82,96,5.596666667,0.465108446,5.07,6.248,1019.833333,21.13212405,995,Boil
1025,1,31.845,0.012247449,50.85666667,0.347371079,84.33333333,2.875181153,80,87,5.400333333,0.375097676,5.07,5.862,1023.666667,17.50047618,997,Boil
1026,1,31.83,0.030983867,50.91,0.406251154,82.33333333,4.412104562,75,87,5.085166667,0.622473908,3.971,5.772,1024.333333,16.31767957,1001,Boil
1027,1,31.815,0.035071356,50.78333333,0.306768099,81.33333333,4.082482904,75,87,4.770166667,0.680865454,3.882,5.558,1020,16.37070554,1001,Boil
1028,1,31.8,0.045166359,50.93,0.356314468,80.33333333,3.011090611,75,84,4.462,0.671339258,3.709,5.07,1014.833333,9.662642841,1001,Boil
1029,1,31.78166667,0.04792355,51.045,0.377928565,79.83333333,2.926886856,75,84,4.219666667,0.67040008,3.616,5.07,1014,8.197560613,1001,Boil
1030,1,31.76333333,0.041793141,50.81666667,0.802936278,78.66666667,2.250925735,75,81,3.932,0.599064938,3.344,5.07,1011.166667,10.41953294,998,Boil
1031,1,31.74166667,0.024013885,50.94666667,0.842440898,78.16666667,2.228601953,75,81,3.6095,0.319537635,3.135,3.971,1007,12.01665511,993,Boil
1032,1,31.735,0.019748418,50.8,0.826268721,78.83333333,1.602081978,77,81,3.4625,0.322832929,3.089,3.882,1006.666667,12.24200419,993,Boil
1033,1,31.72833333,0.009831921,50.685,0.888633783,78.33333333,1.632993161,77,81,3.294333333,0.323405422,2.873,3.709,1005,12.53794241,993,Boil
1034,1,31.72666667,0.008164966,50.21,1.157462742,77.83333333,0.98319208,77,79,3.134166667,0.314822754,2.748,3.616,998.6666667,15.18771433,978,Boil
1035,1,31.72833333,0.009831921,49.68666667,1.225114961,77.33333333,1.032795558,76,79,2.948666667,0.301765914,2.503,3.344,983,26.70580461,931,Boil
1036,1,31.73,0.010954451,49.425,1.461406856,76.5,2.42899156,72,79,2.791833333,0.299732158,2.403,3.135,971.8333333,32.5479134,931,Boil
1037,1,31.73833333,0.011690452,48.64166667,1.397847154,75.5,3.271085447,71,79,2.624166667,0.347018395,2.129,3.089,952.6666667,47.85255131,878,Boil
1038,1,31.75166667,0.03060501,48.06833333,1.164223633,74.83333333,2.786873995,71,78,2.495333333,0.276194617,2.129,2.873,932.8333333,49.44255926,878,Boil
1039,1,31.77333333,0.051251016,47.445,0.884279368,74.5,2.588435821,71,78,2.495,0.275648327,2.129,2.871,912.5,41.18616272,877,Boil
1040,1,31.81,0.082945765,47.605,1.164487012,73.83333333,1.940790217,71,76,2.824666667,0.963450189,2.129,4.726,901.6666667,26.40959422,877,Boil
1041,1,31.84666667,0.093737221,48.02666667,1.753735062,74.33333333,2.804757862,71,79,3.376166667,1.525579158,2.129,5.812,898.6666667,23.24363712,877,Boil
1042,1,31.88833333,0.092394084,48.61,2.178054177,75.83333333,3.600925807,71,81,4.048166667,1.862088227,2.129,6.435,922,74.95065043,877,Boil
1043,1,31.93166667,0.080353386,49.42333333,2.267339116,78.33333333,4.633213428,74,86,4.828166667,1.877522987,2.316,6.809,955.1666667,93.35612817,877,Boil
1044,1,31.96666667,0.059888786,50.38333333,2.290927032,81.66666667,7.840068027,74,95,5.6055,1.569674202,2.871,6.98,988,96.23097215,877,Boil
1045,1,31.99333333,0.03204164,51.47666667,1.27562795,85.66666667,9.667816024,74,99,6.290333333,0.885117544,4.726,6.98,1021.333333,83.94680856,913,Boil
1046,1,30.94166667,0.018348479,38.31666667,0.098319208,43.83333333,2.136976056,42,48,0.325833333,0.006615638,0.319,0.334,385.3333333,2.732520204,383,No Activity
1047,1,30.945,0.012247449,38.38166667,0.18004629,43.16666667,0.752772652,42,44,0.326166667,0.007139094,0.319,0.336,386.8333333,3.544949459,383,No Activity
1048,1,30.945,0.012247449,38.43,0.192249838,43.83333333,2.136976056,42,48,0.327833333,0.006853223,0.319,0.336,387.8333333,3.060501048,384,No Activity
1049,1,30.94166667,0.013291601,38.53,0.204352636,43.83333333,2.136976056,42,48,0.330833333,0.008975894,0.319,0.343,389.1666667,2.786873995,385,No Activity
1050,1,30.93833333,0.013291601,38.44833333,0.356169435,44.33333333,2.250925735,42,48,0.333166667,0.006853223,0.322,0.343,390.3333333,2.065591118,387,No Activity
1051,1,30.93,0.018973666,38.49666667,0.351662717,44.5,2.167948339,42,48,0.339166667,0.010107753,0.331,0.358,390.6666667,1.505545305,389,No Activity
1052,1,30.92,0.015491933,38.44666667,0.37184226,45.16666667,1.834847859,43,48,0.3425,0.01129159,0.331,0.358,390,2.449489742,386,No Activity
1053,1,30.915,0.016431677,38.43,0.360832371,45.16666667,1.834847859,43,48,0.344666667,0.011039324,0.331,0.358,388.6666667,3.204163957,384,No Activity
1054,1,30.905,0.02258318,38.44666667,0.37184226,44.83333333,1.329160135,43,46,0.348166667,0.008975894,0.333,0.358,387.8333333,3.710345896,384,No Activity
1055,1,30.90166667,0.019407902,38.39666667,0.332966465,44.83333333,1.329160135,43,46,0.346166667,0.011373947,0.331,0.358,386.3333333,3.502380143,383,No Activity
1056,1,30.89833333,0.014719601,38.51166667,0.168216131,44.5,1.224744871,43,46,0.344,0.015033296,0.32,0.358,384.8333333,2.316606713,383,No Activity
1057,1,30.90333333,0.019663842,38.51166667,0.168216131,44.5,1.224744871,43,46,0.338166667,0.015302505,0.32,0.354,384.1666667,1.169045194,383,No Activity
1058,1,30.90833333,0.02228602,38.64333333,0.183920273,44.5,1.224744871,43,46,0.335166667,0.013197222,0.32,0.352,384.5,1.870828693,383,No Activity
1059,1,30.91666667,0.027325202,38.66,0.182647201,45,1.549193338,43,47,0.333166667,0.011478966,0.32,0.352,385.5,2.880972058,383,No Activity
1060,1,30.93,0.017888544,38.61166667,0.209515314,44.5,1.643167672,43,47,0.327166667,0.008750238,0.316,0.337,386.5,3.271085446,383,No Activity
1061,1,30.93833333,0.018348479,38.595,0.22367387,44.16666667,2.136976056,41,47,0.324,0.010373042,0.312,0.337,387.6666667,3.011090611,383,No Activity
1062,1,30.94666667,0.013662601,38.57833333,0.235577305,43.66666667,2.503331114,41,47,0.322666667,0.011448435,0.312,0.337,388.8333333,2.041241452,385,No Activity
1063,1,30.95166667,0.011690452,38.54666667,0.24622483,43.66666667,2.503331114,41,47,0.320833333,0.012237919,0.312,0.337,390.1666667,1.602081978,388,No Activity
1064,1,30.95666667,0.005163978,38.44833333,0.118392004,43.33333333,2.250925735,41,47,0.316833333,0.01000833,0.312,0.337,391.6666667,2.875181153,390,No Activity
1065,1,30.88,0.191102067,41.7,8.083316151,44.83333333,5.636192568,41,56,1.670166667,3.324856112,0.312,8.457,552.3333333,392.744531,390,Reheat
1066,1,30.80333333,0.242706956,45,10.22467603,47,7.09929574,41,56,3.027,4.206059914,0.312,8.457,714.5,498.8549889,390,Reheat
